Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Delhi,585.22,63,Small,2020-04-27,1,Milk,Sudha,937.13,66.0,61850.58,1,Polythene Packet,2020-04-24,2020-04-25,858,69.52,59648.16,Gujarat,Wholesale,79,24.78,197.52
West Bengal,581.92,80,Large,2020-09-16,5,Ice Cream,Amul,998.55,68.07,67971.29849999999,26,Frozen,2020-09-11,2020-10-07,780,63.11,49225.8,Kerala,Wholesale,218,43.92,51.47
Karnataka,976.17,25,Large,2019-12-16,1,Milk,Mother Dairy,550.05,72.04,39625.602,23,Tetra Pack,2019-11-20,2019-12-13,346,76.88,26600.48,West Bengal,Retail,204,82.92,121.39
Kerala,531.96,19,Large,2022-02-28,4,Yogurt,Amul,428.54,47.96,20552.778400000003,21,Frozen,2022-02-24,2022-03-17,204,47.05,9598.2,Delhi,Retail,224,57.99,199.37
Karnataka,371.74,89,Large,2020-01-14,8,Buttermilk,Sudha,247.9,74.97,18585.063,14,Refrigerated,2019-12-14,2019-12-28,165,72.45,11954.25,Haryana,Retail,82,12.96,53.5
Rajasthan,413.31,49,Large,2022-01-19,6,Curd,Mother Dairy,405.43,42.98,17425.3814,7,Refrigerated,2021-12-17,2021-12-24,57,44.69,2547.33,Uttar Pradesh,Online,348,25.42,90.16
Chandigarh,501.75,34,Small,2022-01-20,5,Ice Cream,Palle2patnam,128.27,64.7,8299.069000000001,23,Frozen,2021-12-04,2021-12-27,39,61.85,2412.15,Gujarat,Wholesale,89,96.53,140.41
Rajasthan,114.97,79,Medium,2021-05-01,5,Ice Cream,Dodla Dairy,8.0,13.29,106.32,26,Frozen,2021-04-06,2021-05-02,4,8.74,34.96,Karnataka,Retail,4,35.08,63.24
Chandigarh,763.45,39,Medium,2020-07-16,7,Lassi,Amul,673.84,10.83,7297.6872,15,Refrigerated,2020-07-06,2020-07-21,176,14.58,2566.08,Maharashtra,Online,497,77.19,63.16
Karnataka,394.24,99,Large,2021-06-01,1,Milk,Mother Dairy,951.0,94.14,89527.14,26,Tetra Pack,2021-05-10,2021-06-05,441,90.58,39945.78,Karnataka,Online,510,47.65,160.84
Telangana,542.49,42,Large,2022-06-16,5,Ice Cream,Amul,530.09,43.06,22825.675400000004,21,Frozen,2022-06-12,2022-07-03,216,38.43,8300.88,Haryana,Retail,314,27.29,125.17
Bihar,288.51,82,Large,2020-03-19,1,Milk,Amul,428.65,17.17,7359.9205,28,Tetra Pack,2020-03-03,2020-03-31,269,18.81,5059.89,Chandigarh,Wholesale,159,78.61,121.03
Jharkhand,231.47,59,Large,2022-11-13,5,Ice Cream,Amul,282.7,52.69,14895.462999999998,27,Frozen,2022-09-25,2022-10-22,128,52.5,6720.0,Delhi,Wholesale,154,76.54,36.44
West Bengal,669.12,14,Medium,2022-10-24,10,Ghee,Sudha,825.83,28.56,23585.7048,134,Ambient,2022-09-14,2023-01-26,459,33.29,15280.11,Uttar Pradesh,Online,366,17.54,72.39
Delhi,229.56,63,Large,2021-03-15,9,Paneer,Raj,253.26,89.17,22583.1942,8,Refrigerated,2021-02-23,2021-03-03,16,86.94,1391.04,Gujarat,Online,237,56.31,36.51
Chandigarh,263.61,43,Large,2019-10-13,2,Butter,Warana,992.89,59.93,59503.8977,37,Refrigerated,2019-08-29,2019-10-05,569,60.59,34475.71,Tamil Nadu,Retail,423,99.2,103.26
Haryana,172.82,47,Medium,2022-11-27,2,Butter,Parag Milk Foods,296.93,84.34,25043.076200000003,26,Frozen,2022-10-27,2022-11-22,30,85.36,2560.8,Gujarat,Wholesale,266,78.75,155.75
Delhi,779.92,16,Large,2020-05-08,3,Cheese,Dynamix Dairies,901.4,71.63,64567.28199999999,27,Frozen,2020-03-26,2020-04-22,135,69.38,9366.3,West Bengal,Online,766,73.15,148.37
Gujarat,233.97,43,Medium,2020-08-20,9,Paneer,Amul,823.61,54.75,45092.6475,10,Refrigerated,2020-08-18,2020-08-28,485,54.71,26534.35,Maharashtra,Wholesale,338,90.93,152.69
Kerala,463.5,55,Large,2021-07-01,2,Butter,Warana,793.06,35.92,28486.7152,40,Frozen,2021-05-26,2021-07-05,645,33.27,21459.15,Delhi,Wholesale,148,21.66,40.12
Telangana,139.4,84,Large,2021-09-03,10,Ghee,Amul,271.36,73.17,19855.4112,85,Ambient,2021-07-27,2021-10-20,73,72.61,5300.53,Rajasthan,Wholesale,198,28.13,45.83
Rajasthan,200.2,50,Small,2021-12-13,4,Yogurt,Dodla Dairy,525.59,21.85,11484.141500000002,21,Frozen,2021-11-15,2021-12-06,297,21.11,6269.67,Bihar,Wholesale,228,58.49,60.24
Haryana,656.86,14,Large,2021-05-11,5,Ice Cream,Amul,399.0,51.51,20552.49,23,Frozen,2021-04-14,2021-05-07,114,55.4,6315.6,Chandigarh,Wholesale,285,11.21,170.98
Telangana,747.9,82,Small,2021-01-27,6,Curd,Sudha,684.08,88.72,60691.5776,7,Refrigerated,2021-01-08,2021-01-15,683,85.8,58601.4,Kerala,Wholesale,1,80.45,60.92
Chandigarh,894.19,44,Large,2021-03-15,7,Lassi,Mother Dairy,687.22,26.68,18335.0296,17,Refrigerated,2021-03-02,2021-03-19,301,23.81,7166.81,Uttar Pradesh,Online,386,35.59,50.22
Telangana,936.25,64,Medium,2021-10-11,5,Ice Cream,Amul,372.51,10.28,3829.4028,28,Frozen,2021-09-18,2021-10-16,53,6.58,348.74,Kerala,Online,319,92.76,47.15
Maharashtra,457.3,38,Medium,2022-01-09,2,Butter,Warana,619.93,70.61,43773.2573,30,Refrigerated,2021-12-01,2021-12-31,513,72.89,37392.57,Rajasthan,Wholesale,106,90.58,132.44
Haryana,443.17,76,Small,2021-03-14,8,Buttermilk,Amul,111.84,68.89,7704.6576,10,Refrigerated,2021-01-14,2021-01-24,103,66.19,6817.57,Uttar Pradesh,Retail,8,59.46,168.18
Maharashtra,433.08,100,Small,2019-03-08,1,Milk,Raj,967.46,39.35,38069.551,29,Tetra Pack,2019-02-17,2019-03-18,574,41.34,23729.16,Chandigarh,Retail,393,50.6,103.15
Kerala,546.33,30,Medium,2022-03-24,3,Cheese,Passion Cheese,248.89,10.05,2501.3445,30,Refrigerated,2022-01-30,2022-03-01,188,11.9,2237.2,Chandigarh,Wholesale,60,68.03,45.88
Haryana,492.85,91,Large,2019-01-06,1,Milk,Sudha,502.03,18.86,9468.2858,2,Polythene Packet,2018-11-18,2018-11-20,41,20.1,824.1,Haryana,Retail,461,96.67,111.41
Telangana,897.54,83,Large,2022-06-21,7,Lassi,Mother Dairy,648.8,33.82,21942.416,17,Refrigerated,2022-05-06,2022-05-23,54,34.42,1858.68,Jharkhand,Retail,594,54.47,140.31
Gujarat,473.09,40,Large,2019-09-20,8,Buttermilk,Raj,610.9,86.68,52952.812000000005,12,Refrigerated,2019-07-23,2019-08-04,591,82.17,48562.47,Gujarat,Wholesale,19,39.35,169.37
Rajasthan,487.1,71,Large,2019-11-06,9,Paneer,Mother Dairy,843.57,25.11,21182.0427,10,Refrigerated,2019-10-13,2019-10-23,495,26.73,13231.35,Tamil Nadu,Online,348,65.21,56.89
Jharkhand,504.12,62,Small,2019-12-09,6,Curd,Sudha,516.86,35.38,18286.506800000003,7,Refrigerated,2019-11-28,2019-12-05,77,32.24,2482.48,Chandigarh,Wholesale,439,90.75,71.91
Maharashtra,806.17,98,Large,2021-08-10,7,Lassi,Raj,981.38,11.76,11541.0288,12,Refrigerated,2021-07-15,2021-07-27,960,8.15,7824.0,Telangana,Wholesale,21,97.15,107.74
Jharkhand,379.24,73,Medium,2022-01-23,9,Paneer,Amul,570.32,51.97,29639.530400000003,13,Refrigerated,2022-01-18,2022-01-31,99,53.36,5282.64,Chandigarh,Online,471,99.11,174.17
Delhi,811.04,47,Medium,2021-07-01,9,Paneer,Amul,919.34,35.73,32848.0182,9,Refrigerated,2021-06-22,2021-07-01,910,32.74,29793.4,Gujarat,Wholesale,9,75.34,199.25
Bihar,576.24,39,Small,2020-04-10,6,Curd,Mother Dairy,917.21,74.42,68258.7682,6,Refrigerated,2020-03-20,2020-03-26,193,76.74,14810.82,Uttar Pradesh,Online,724,62.84,132.84
Uttar Pradesh,666.33,68,Large,2019-10-26,2,Butter,Amul,950.33,24.94,23701.2302,25,Refrigerated,2019-10-09,2019-11-03,684,22.38,15307.92,Chandigarh,Retail,266,60.57,25.88
Chandigarh,430.74,30,Small,2021-11-08,10,Ghee,Raj,807.26,33.57,27099.7182,96,Ambient,2021-10-21,2022-01-25,56,33.01,1848.56,Delhi,Online,751,31.54,119.25
Jharkhand,30.1,11,Medium,2022-09-17,2,Butter,Warana,356.09,77.98,27767.8982,33,Refrigerated,2022-09-13,2022-10-16,93,77.14,7174.02,Bihar,Online,263,89.82,184.26
Uttar Pradesh,867.15,29,Medium,2022-11-16,8,Buttermilk,Raj,261.27,53.85,14069.3895,7,Refrigerated,2022-11-14,2022-11-21,182,52.2,9500.4,Kerala,Retail,79,34.91,37.4
Bihar,637.35,96,Medium,2019-10-23,6,Curd,Amul,78.89,54.64,4310.5496,7,Refrigerated,2019-10-22,2019-10-29,54,50.03,2701.62,Chandigarh,Online,24,44.06,55.81
Kerala,871.87,87,Large,2021-12-28,5,Ice Cream,Amul,506.13,83.43,42226.4259,26,Frozen,2021-11-06,2021-12-02,270,80.92,21848.4,Delhi,Online,236,54.44,84.51
Maharashtra,375.6,32,Small,2021-08-13,7,Lassi,Mother Dairy,551.57,80.52,44412.4164,13,Refrigerated,2021-06-19,2021-07-02,547,81.82,44755.54,Uttar Pradesh,Wholesale,4,98.96,65.94
Jharkhand,666.81,34,Medium,2022-08-27,9,Paneer,Mother Dairy,693.74,30.84,21394.9416,12,Refrigerated,2022-07-10,2022-07-22,288,31.47,9063.36,Jharkhand,Wholesale,405,31.59,49.94
Bihar,716.21,75,Small,2021-03-13,1,Milk,Raj,666.57,20.54,13691.3478,21,Tetra Pack,2021-02-08,2021-03-01,277,23.91,6623.07,Chandigarh,Online,389,79.72,188.82
Delhi,892.05,55,Medium,2022-06-12,3,Cheese,Amul,577.49,72.07,41619.7043,60,Refrigerated,2022-05-03,2022-07-02,381,69.22,26372.82,Telangana,Retail,196,19.88,66.08
Maharashtra,490.92,84,Medium,2022-07-05,10,Ghee,Sudha,354.79,73.2,25970.628000000004,116,Ambient,2022-05-22,2022-09-15,282,72.42,20422.44,Delhi,Wholesale,72,26.01,145.78
Chandigarh,114.54,42,Small,2019-04-03,4,Yogurt,Dodla Dairy,564.67,86.36,48764.90119999999,21,Frozen,2019-02-27,2019-03-20,264,86.19,22754.16,Tamil Nadu,Retail,300,18.41,57.58
Chandigarh,683.63,28,Large,2022-04-20,4,Yogurt,Dodla Dairy,415.6,37.11,15422.916,21,Frozen,2022-03-10,2022-03-31,374,38.95,14567.3,Telangana,Retail,41,60.73,156.92
Kerala,651.51,47,Large,2019-09-26,1,Milk,Raj,882.8,29.93,26422.204,26,Tetra Pack,2019-09-03,2019-09-29,185,28.39,5252.15,Haryana,Wholesale,697,39.91,199.81
Kerala,303.26,71,Small,2019-04-21,9,Paneer,Raj,565.32,10.11,5715.385200000001,13,Refrigerated,2019-02-20,2019-03-05,536,5.61,3006.96,Telangana,Retail,29,17.61,32.98
Gujarat,736.44,24,Medium,2022-05-15,3,Cheese,Amul,690.15,92.54,63866.481,53,Refrigerated,2022-04-25,2022-06-17,151,91.63,13836.13,Madhya Pradesh,Online,539,24.03,55.06
Jharkhand,906.58,10,Small,2020-07-05,4,Yogurt,Amul,621.4,66.95,41602.73,28,Frozen,2020-05-20,2020-06-17,458,67.17,30763.86,Rajasthan,Retail,163,92.08,151.04
Madhya Pradesh,933.73,94,Large,2022-10-06,3,Cheese,Passion Cheese,719.67,87.43,62920.7481,85,Frozen,2022-08-24,2022-11-17,139,90.84,12626.76,Karnataka,Wholesale,580,16.02,162.05
Delhi,437.41,94,Medium,2021-06-14,8,Buttermilk,Mother Dairy,477.96,51.51,24619.7196,9,Refrigerated,2021-05-31,2021-06-09,386,50.8,19608.8,Haryana,Online,91,76.47,128.75
Tamil Nadu,378.06,67,Medium,2022-09-25,9,Paneer,Amul,333.76,38.82,12956.5632,11,Refrigerated,2022-08-23,2022-09-03,227,39.15,8887.05,Kerala,Online,106,98.16,87.22
Telangana,614.52,20,Medium,2022-09-11,9,Paneer,Mother Dairy,115.3,71.47,8240.491,12,Refrigerated,2022-08-13,2022-08-25,33,73.32,2419.56,Maharashtra,Retail,82,75.38,173.56
Delhi,981.27,11,Large,2019-01-21,10,Ghee,Raj,151.6,31.62,4793.592,89,Ambient,2018-12-28,2019-03-27,45,29.74,1338.3,West Bengal,Wholesale,106,68.73,74.58
Madhya Pradesh,647.38,36,Small,2021-10-01,1,Milk,Mother Dairy,620.0,57.68,35761.6,1,Polythene Packet,2021-09-29,2021-09-30,543,52.73,28632.39,Rajasthan,Wholesale,77,53.51,121.96
Delhi,358.82,62,Medium,2022-06-15,7,Lassi,Mother Dairy,244.68,84.59,20697.4812,16,Refrigerated,2022-05-06,2022-05-22,182,83.03,15111.46,West Bengal,Wholesale,62,25.27,146.6
Gujarat,12.64,49,Medium,2020-02-13,6,Curd,Sudha,895.12,62.46,55909.1952,6,Refrigerated,2020-01-27,2020-02-02,247,63.05,15573.35,Delhi,Online,648,14.21,23.35
Maharashtra,210.14,91,Small,2021-12-17,9,Paneer,Mother Dairy,76.35,96.27,7350.214499999999,7,Refrigerated,2021-12-11,2021-12-18,63,98.74,6220.62,Maharashtra,Wholesale,13,68.85,62.6
Karnataka,390.16,57,Medium,2020-12-03,2,Butter,Warana,457.21,33.37,15257.097699999998,36,Refrigerated,2020-11-27,2021-01-02,247,37.43,9245.21,Uttar Pradesh,Online,210,55.27,50.64
Telangana,34.76,94,Small,2021-07-19,2,Butter,Parag Milk Foods,11.1,24.65,273.61499999999995,34,Refrigerated,2021-06-18,2021-07-22,1,23.89,23.89,Jharkhand,Wholesale,10,31.4,171.39
Telangana,494.53,94,Medium,2020-06-02,5,Ice Cream,Amul,491.96,73.47,36144.3012,25,Frozen,2020-05-25,2020-06-19,222,74.92,16632.24,Madhya Pradesh,Retail,269,86.79,65.95
Tamil Nadu,100.89,49,Medium,2020-08-12,1,Milk,Amul,203.51,30.38,6182.6338,30,Tetra Pack,2020-07-25,2020-08-24,143,29.27,4185.61,Telangana,Online,60,96.05,130.52
Delhi,180.86,20,Large,2020-06-11,1,Milk,Amul,633.39,38.96,24676.8744,25,Tetra Pack,2020-04-23,2020-05-18,430,39.97,17187.1,Haryana,Retail,203,97.82,32.83
Delhi,13.87,56,Large,2021-12-17,4,Yogurt,Mother Dairy,913.34,92.82,84776.2188,28,Frozen,2021-11-29,2021-12-27,771,93.73,72265.83,Delhi,Wholesale,142,41.17,101.5
Karnataka,116.84,26,Medium,2020-06-09,5,Ice Cream,Mother Dairy,285.29,22.96,6550.258400000001,29,Frozen,2020-04-27,2020-05-26,185,19.33,3576.05,Telangana,Online,100,34.0,44.44
Telangana,544.54,55,Small,2020-05-19,8,Buttermilk,Raj,521.12,30.78,16040.073600000002,12,Refrigerated,2020-04-02,2020-04-14,254,31.4,7975.6,Tamil Nadu,Online,267,35.44,157.61
Delhi,961.61,58,Large,2022-04-04,7,Lassi,Raj,861.33,32.28,27803.7324,13,Refrigerated,2022-02-12,2022-02-25,794,29.78,23645.32,Telangana,Wholesale,67,94.12,119.51
Haryana,839.93,34,Large,2020-09-14,5,Ice Cream,Palle2patnam,690.18,71.14,49099.4052,25,Frozen,2020-07-27,2020-08-21,64,69.34,4437.76,Bihar,Retail,626,60.01,60.98
Delhi,163.09,38,Small,2020-08-26,6,Curd,Amul,82.66,18.67,1543.2622,6,Refrigerated,2020-07-12,2020-07-18,68,21.95,1492.6,West Bengal,Online,14,21.51,93.01
Chandigarh,400.38,68,Small,2019-04-13,10,Ghee,Amul,987.34,56.3,55587.242,76,Ambient,2019-03-31,2019-06-15,856,56.5,48364.0,Karnataka,Wholesale,131,79.38,84.51
Uttar Pradesh,531.31,63,Small,2022-05-02,10,Ghee,Amul,854.05,91.75,78359.0875,91,Ambient,2022-04-10,2022-07-10,623,95.95,59776.85,Delhi,Retail,231,33.84,159.0
Karnataka,520.79,91,Medium,2019-10-05,8,Buttermilk,Raj,914.47,45.64,41736.410800000005,13,Refrigerated,2019-09-26,2019-10-09,777,45.86,35633.22,Jharkhand,Wholesale,137,10.53,43.08
Chandigarh,21.11,50,Large,2020-02-18,6,Curd,Raj,708.13,63.49,44959.1737,5,Refrigerated,2020-02-11,2020-02-16,504,62.1,31298.4,Haryana,Retail,204,41.55,86.19
Chandigarh,637.77,10,Small,2019-06-01,4,Yogurt,Dodla Dairy,497.86,10.62,5287.2732,22,Frozen,2019-05-12,2019-06-03,491,7.89,3873.99,Telangana,Retail,6,22.64,23.27
Maharashtra,268.06,58,Medium,2021-03-16,9,Paneer,Raj,230.42,50.2,11567.084,12,Refrigerated,2021-01-15,2021-01-27,52,53.73,2793.96,Haryana,Retail,178,91.29,167.14
Delhi,453.78,80,Medium,2022-07-02,9,Paneer,Sudha,414.87,92.7,38458.449,12,Refrigerated,2022-06-27,2022-07-09,86,91.22,7844.92,Bihar,Retail,328,37.88,33.2
West Bengal,497.94,18,Small,2019-11-04,8,Buttermilk,Raj,174.1,93.37,16255.717,13,Refrigerated,2019-10-02,2019-10-15,31,90.94,2819.14,Delhi,Online,143,72.87,96.1
Kerala,70.99,34,Small,2021-11-20,8,Buttermilk,Mother Dairy,897.41,37.83,33949.0203,7,Refrigerated,2021-09-26,2021-10-03,706,41.67,29419.02,Madhya Pradesh,Retail,191,60.36,101.74
Chandigarh,280.34,41,Medium,2022-03-28,2,Butter,Amul,369.85,63.65,23540.9525,40,Refrigerated,2022-02-16,2022-03-28,283,59.45,16824.35,Chandigarh,Retail,86,74.36,35.84
Rajasthan,416.87,51,Medium,2020-09-02,8,Buttermilk,Mother Dairy,331.01,81.43,26954.1443,8,Refrigerated,2020-08-27,2020-09-04,68,82.6,5616.8,Gujarat,Online,263,61.18,187.3
Kerala,546.09,55,Medium,2022-10-02,9,Paneer,Mother Dairy,323.55,61.06,19755.963,14,Refrigerated,2022-09-13,2022-09-27,106,60.86,6451.16,Rajasthan,Online,217,22.57,33.28
Bihar,873.05,12,Medium,2020-10-05,6,Curd,Amul,782.49,49.48,38717.6052,5,Refrigerated,2020-08-10,2020-08-15,177,45.5,8053.5,Delhi,Wholesale,605,33.75,86.74
Maharashtra,81.58,89,Small,2022-04-25,5,Ice Cream,Palle2patnam,758.83,10.76,8165.0108,29,Frozen,2022-03-21,2022-04-19,241,14.3,3446.3,Delhi,Online,517,96.17,101.28
Haryana,305.6,55,Medium,2021-04-05,5,Ice Cream,Palle2patnam,286.69,71.46,20486.8674,25,Frozen,2021-03-12,2021-04-06,200,68.37,13674.0,Haryana,Retail,86,50.8,156.35
Chandigarh,422.25,42,Medium,2022-01-28,7,Lassi,Amul,923.96,40.94,37826.9224,12,Refrigerated,2021-12-10,2021-12-22,786,45.9,36077.4,Maharashtra,Retail,137,13.15,140.27
Gujarat,14.89,21,Medium,2021-01-15,4,Yogurt,Mother Dairy,884.04,46.42,41037.1368,26,Frozen,2020-12-28,2021-01-23,452,50.23,22703.96,Tamil Nadu,Retail,432,63.98,52.26
Maharashtra,96.3,99,Small,2020-06-14,4,Yogurt,Palle2patnam,519.0,96.05,49849.95,24,Frozen,2020-05-09,2020-06-02,86,99.5,8557.0,Kerala,Retail,433,82.64,67.77
West Bengal,490.84,32,Large,2022-02-11,1,Milk,Amul,776.87,59.5,46223.765,1,Polythene Packet,2021-12-25,2021-12-26,550,61.3,33715.0,Bihar,Online,226,47.63,89.88
Chandigarh,392.58,10,Large,2021-02-13,7,Lassi,Amul,64.22,63.7,4090.814,13,Refrigerated,2021-01-02,2021-01-15,46,59.17,2721.82,Jharkhand,Online,18,75.91,21.43
Bihar,468.46,13,Small,2022-08-14,3,Cheese,Amul,461.61,57.38,26487.1818,63,Frozen,2022-06-29,2022-08-31,371,55.56,20612.76,Madhya Pradesh,Wholesale,90,45.42,67.93
Chandigarh,412.12,16,Large,2022-09-22,2,Butter,Warana,717.33,50.82,36454.710600000006,35,Refrigerated,2022-09-06,2022-10-11,579,55.68,32238.72,Bihar,Wholesale,138,31.01,171.34
Kerala,883.5,84,Small,2021-11-25,2,Butter,Warana,946.41,77.07,72939.81869999999,30,Refrigerated,2021-10-04,2021-11-03,561,79.03,44335.83,Telangana,Retail,385,71.32,126.31
Haryana,228.45,47,Large,2020-11-25,7,Lassi,Mother Dairy,656.86,84.64,55596.6304,18,Refrigerated,2020-10-07,2020-10-25,429,84.0,36036.0,Telangana,Online,227,76.79,22.95
Delhi,249.47,67,Medium,2021-12-16,8,Buttermilk,Sudha,536.09,86.84,46554.05560000001,13,Refrigerated,2021-11-04,2021-11-17,316,86.3,27270.8,Uttar Pradesh,Retail,220,32.68,161.74
Madhya Pradesh,323.41,72,Medium,2022-04-08,4,Yogurt,Palle2patnam,398.22,34.32,13666.9104,24,Refrigerated,2022-03-26,2022-04-19,154,31.58,4863.32,Kerala,Online,244,37.26,162.23
Telangana,42.54,29,Large,2022-11-20,6,Curd,Raj,440.06,11.57,5091.4942,5,Refrigerated,2022-11-12,2022-11-17,391,13.06,5106.46,Chandigarh,Wholesale,49,19.07,79.27
Jharkhand,267.87,61,Large,2019-03-27,4,Yogurt,Dodla Dairy,854.92,59.32,50713.8544,24,Frozen,2019-01-27,2019-02-20,108,55.44,5987.52,Maharashtra,Retail,746,52.16,34.25
West Bengal,911.47,37,Small,2022-04-05,2,Butter,Mother Dairy,545.57,69.3,37808.001,35,Frozen,2022-03-01,2022-04-05,74,66.89,4949.86,Gujarat,Online,471,86.26,58.48
Kerala,651.27,66,Medium,2021-09-27,4,Yogurt,Palle2patnam,820.95,94.53,77604.4035,26,Frozen,2021-09-23,2021-10-19,819,95.5,78214.5,Maharashtra,Wholesale,1,54.43,63.82
Jharkhand,51.88,48,Medium,2021-11-11,10,Ghee,Amul,86.38,17.03,1471.0514,66,Ambient,2021-09-25,2021-11-30,58,19.96,1157.68,Karnataka,Retail,28,46.15,134.94
Kerala,878.31,88,Medium,2021-04-16,1,Milk,Raj,416.52,56.06,23350.1112,28,Tetra Pack,2021-04-15,2021-05-13,276,53.4,14738.4,Telangana,Wholesale,140,59.63,95.02
Madhya Pradesh,213.84,32,Small,2021-12-05,9,Paneer,Amul,459.36,53.1,24392.016,13,Refrigerated,2021-11-12,2021-11-25,277,52.63,14578.51,Rajasthan,Online,182,58.12,31.78
West Bengal,875.3,100,Large,2021-10-23,5,Ice Cream,Palle2patnam,615.01,48.94,30098.5894,25,Frozen,2021-09-06,2021-10-01,399,52.89,21103.11,Chandigarh,Retail,216,83.37,161.06
Chandigarh,510.02,98,Medium,2022-08-27,9,Paneer,Sudha,723.37,95.72,69240.9764,10,Refrigerated,2022-08-11,2022-08-21,177,96.81,17135.37,Rajasthan,Online,546,69.69,59.18
Jharkhand,526.08,61,Large,2021-05-14,8,Buttermilk,Raj,727.6,31.23,22722.948,13,Refrigerated,2021-04-01,2021-04-14,309,34.93,10793.37,Kerala,Retail,418,87.61,26.09
Telangana,78.43,27,Small,2021-01-13,8,Buttermilk,Sudha,842.56,78.0,65719.68,11,Refrigerated,2020-12-10,2020-12-21,211,75.4,15909.4,Rajasthan,Retail,631,21.66,100.32
Delhi,592.06,98,Large,2020-06-10,8,Buttermilk,Raj,512.5,56.48,28946.0,8,Refrigerated,2020-04-12,2020-04-20,504,60.63,30557.52,Uttar Pradesh,Wholesale,8,95.1,134.83
Bihar,520.43,30,Small,2022-01-24,9,Paneer,Raj,952.14,46.38,44160.2532,10,Refrigerated,2022-01-03,2022-01-13,926,48.37,44790.62,Rajasthan,Online,26,13.13,95.47
Karnataka,881.28,78,Medium,2020-11-12,10,Ghee,Sudha,463.97,59.24,27485.582800000004,92,Ambient,2020-09-14,2020-12-15,1,63.79,63.79,Chandigarh,Wholesale,462,62.2,70.91
Haryana,162.57,97,Medium,2019-01-19,8,Buttermilk,Raj,503.23,30.98,15590.0654,9,Refrigerated,2019-01-03,2019-01-12,302,34.76,10497.52,Delhi,Retail,201,29.51,192.1
Madhya Pradesh,780.33,84,Large,2019-10-27,4,Yogurt,Amul,272.71,31.07,8473.099699999999,26,Refrigerated,2019-10-02,2019-10-28,231,28.61,6608.91,Bihar,Wholesale,41,10.7,62.85
Telangana,147.81,90,Small,2020-04-26,6,Curd,Amul,905.36,33.85,30646.436,5,Refrigerated,2020-03-29,2020-04-03,640,30.88,19763.2,Delhi,Retail,265,82.32,186.66
Haryana,993.15,25,Small,2022-04-11,9,Paneer,Raj,20.77,72.49,1505.6173,11,Refrigerated,2022-03-08,2022-03-19,13,75.31,979.03,Gujarat,Retail,7,42.7,188.31
Kerala,769.71,96,Large,2020-01-20,6,Curd,Sudha,796.65,34.51,27492.3915,5,Refrigerated,2019-12-29,2020-01-03,7,32.61,228.27,Chandigarh,Retail,789,96.8,114.5
Uttar Pradesh,249.83,87,Medium,2020-01-22,1,Milk,Mother Dairy,210.11,33.07,6948.337700000001,23,Tetra Pack,2019-12-01,2019-12-24,32,32.77,1048.64,Rajasthan,Retail,178,96.49,56.35
Maharashtra,317.81,31,Large,2021-02-24,5,Ice Cream,Amul,233.8,74.65,17453.170000000002,21,Frozen,2021-01-27,2021-02-17,167,76.96,12852.32,Chandigarh,Wholesale,66,74.37,134.33
Kerala,840.71,69,Large,2021-09-21,1,Milk,Sudha,785.16,78.61,61721.4276,2,Polythene Packet,2021-09-06,2021-09-08,90,74.1,6669.0,Telangana,Wholesale,695,60.77,42.52
Rajasthan,392.26,59,Large,2021-01-08,8,Buttermilk,Raj,649.7,83.26,54094.022,13,Refrigerated,2020-11-12,2020-11-25,563,80.35,45237.05,Madhya Pradesh,Retail,86,22.78,184.88
Uttar Pradesh,480.49,88,Small,2020-09-22,5,Ice Cream,Amul,790.85,48.88,38656.748,28,Frozen,2020-09-19,2020-10-17,722,50.89,36742.58,Haryana,Retail,68,67.3,47.61
Bihar,258.0,58,Large,2020-04-20,7,Lassi,Amul,913.82,73.51,67174.9082,16,Refrigerated,2020-02-22,2020-03-09,323,71.89,23220.47,Gujarat,Wholesale,590,94.16,142.36
Kerala,203.31,25,Small,2020-09-13,2,Butter,Amul,435.51,38.94,16958.7594,35,Refrigerated,2020-08-24,2020-09-28,21,41.71,875.91,Bihar,Retail,414,49.62,115.79
Maharashtra,802.17,42,Medium,2019-08-06,5,Ice Cream,Palle2patnam,232.16,96.98,22514.8768,21,Frozen,2019-06-25,2019-07-16,196,92.9,18208.4,Delhi,Online,36,10.32,111.56
Madhya Pradesh,318.91,78,Small,2020-05-22,1,Milk,Sudha,495.25,96.69,47885.7225,21,Tetra Pack,2020-04-21,2020-05-12,411,95.54,39266.94,Tamil Nadu,Wholesale,84,74.82,189.27
Chandigarh,71.14,19,Small,2019-09-14,9,Paneer,Raj,430.59,38.41,16538.9619,8,Refrigerated,2019-07-19,2019-07-27,250,43.39,10847.5,Maharashtra,Wholesale,180,34.15,23.9
Madhya Pradesh,645.66,77,Large,2019-04-12,7,Lassi,Sudha,326.85,74.26,24271.881000000005,13,Refrigerated,2019-03-28,2019-04-10,310,79.11,24524.1,Haryana,Online,16,90.97,59.27
